Precon,ID,atan.XY,degree.XY
f2,b2c6a1,0.00,0.00
f2,b2c6a1,0.00,0.00
f2,b2c6a1,0.00,0.00
f2,b2c6a1,0.00,0.00
f2,b2c6a1,0.25,14.04
f2,b2c6a1,0.32,18.44
f2,b2c6a1,0.46,26.57
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c6a1,n/a,n/a
f2,b2c9a1,-1.43,-81.87
f2,b2c9a1,-0.46,-26.56
f2,b2c9a1,-0.38,-21.80
f2,b2c9a1,-0.17,-9.46
f2,b2c9a1,0.00,0.00
f2,b2c9a1,0.00,0.00
f2,b2c9a1,0.08,4.57
f2,b2c9a1,0.10,5.71
f2,b2c9a1,0.42,23.96
f2,b2c9a1,0.46,26.57
f2,b2c9a1,0.98,56.31
f2,b2c9a1,1.03,59.03
f2,b2c9a1,1.25,71.56
f2,b2c9a1,1.31,75.07
f2,b2c9a1,1.33,75.96
f2,b2c9a1,n/a,n/a
f2,b2c9a1,n/a,n/a
f2,b2c9a1,n/a,n/a
f2,b2c9a1,n/a,n/a
f2,b2c9a1,n/a,n/a
f2,b2c9a1,n/a,n/a
f2,b2c9a1,n/a,n/a
f2,b2c9a1,n/a,n/a
f2,b2c9a1,n/a,n/a
f2,b2c9a1,n/a,n/a
f2,b2c9a1,n/a,n/a
f2,b2c9a1,n/a,n/a
f2,b2c9a1,n/a,n/a
f2,b2c9a1,n/a,n/a
f2,b2c9a1,n/a,n/a
f2,b2c9a1,n/a,n/a
f2,b2c9a1,n/a,n/a
f2,b2c9a1,n/a,n/a
f2,b2c9a1,n/a,n/a
f2,b5c10a1,-1.35,-77.47
f2,b5c10a1,-0.79,-44.99
f2,b5c10a1,-0.40,-23.20
f2,b5c10a1,0.00,0.00
f2,b5c10a1,0.05,3.01
f2,b5c10a1,0.56,32.01
f2,b5c10a1,0.60,34.51
f2,b5c10a1,0.66,37.57
f2,b5c10a1,0.90,51.34
f2,b5c10a1,1.11,63.43
f2,b5c10a1,1.11,63.44
f2,b5c10a1,n/a,n/a
f2,b5c10a1,n/a,n/a
f2,b5c10a1,n/a,n/a
f2,b5c10a1,n/a,n/a
f2,b5c10a1,n/a,n/a
f2,b5c10a1,n/a,n/a
f2,b5c10a1,n/a,n/a
f2,b5c10a1,n/a,n/a
f2,b5c10a1,n/a,n/a
f2,b5c10a1,n/a,n/a
f2,b5c10a1,n/a,n/a
f2,b5c10a1,n/a,n/a
f2,b5c10a1,n/a,n/a
f2,b5c10a1,n/a,n/a
f2,b5c10a1,n/a,n/a
f2,b5c10a1,n/a,n/a
f2,b5c10a1,n/a,n/a
f2,b5c10a1,n/a,n/a
f2,b5c10a1,n/a,n/a
f2,b5c10a1,n/a,n/a
f2,b5c10a1,n/a,n/a
f2,b5c10a1,n/a,n/a
f2,b5c10a1,n/a,n/a
f2,b5c10a1,n/a,n/a
f2,b5c10a1,n/a,n/a
f2,b5c10a1,n/a,n/a
f2,b5c10a1,n/a,n/a
f2,b5c10a1,n/a,n/a
f2,b5c10a1,n/a,n/a
f2,b5c10a2,-1.19,-68.20
f2,b5c10a2,-1.11,-63.44
f2,b5c10a2,-0.98,-56.31
f2,b5c10a2,-0.79,-45.00
f2,b5c10a2,-0.79,-45.00
f2,b5c10a2,-0.67,-38.66
f2,b5c10a2,-0.59,-33.69
f2,b5c10a2,-0.25,-14.04
f2,b5c10a2,0.00,0.00
f2,b5c10a2,0.00,0.00
f2,b5c10a2,0.00,0.00
f2,b5c10a2,0.59,33.69
f2,b5c10a2,0.79,44.99
f2,b5c10a2,0.79,45.00
f2,b5c10a2,0.79,45.00
f2,b5c10a2,0.79,45.00
f2,b5c10a2,0.79,45.01
f2,b5c10a2,0.98,56.31
f2,b5c10a2,n/a,n/a
f2,b5c10a2,n/a,n/a
f2,b5c10a2,n/a,n/a
f2,b5c10a2,n/a,n/a
f2,b5c10a2,n/a,n/a
f2,b5c10a2,n/a,n/a
f2,b5c10a2,n/a,n/a
f2,b5c10a2,n/a,n/a
f2,b5c10a2,n/a,n/a
f2,b5c10a2,n/a,n/a
f2,b5c10a2,n/a,n/a
f2,b5c10a2,n/a,n/a
f2,b5c10a2,n/a,n/a
f2,b5c10a2,n/a,n/a
f2,b5c10a2,n/a,n/a
f2,b5c10a2,n/a,n/a
f2,b5c10a2,n/a,n/a
f2,b5c10a2,n/a,n/a
f2,b5c10a2,n/a,n/a
f2,b5c10a2,n/a,n/a
f2,b5c10a2,n/a,n/a
f2,b5c10a2,n/a,n/a
f2,b5c1a1,-1.33,-75.96
f2,b5c1a1,-1.25,-71.56
f2,b5c1a1,-0.79,-45.00
f2,b5c1a1,-0.79,-45.00
f2,b5c1a1,-0.46,-26.57
f2,b5c1a1,-0.46,-26.57
f2,b5c1a1,-0.46,-26.56
f2,b5c1a1,0.00,0.00
f2,b5c1a1,0.00,0.00
f2,b5c1a1,0.00,0.00
f2,b5c1a1,0.29,16.70
f2,b5c1a1,0.32,18.43
f2,b5c1a1,0.59,33.69
f2,b5c1a1,0.79,45.00
f2,b5c1a1,0.79,45.01
f2,b5c1a1,1.11,63.43
f2,b5c1a1,1.14,65.56
f2,b5c1a1,n/a,n/a
f2,b5c1a1,n/a,n/a
f2,b5c1a1,n/a,n/a
f2,b5c1a1,n/a,n/a
f2,b5c1a1,n/a,n/a
f2,b5c1a1,n/a,n/a
f2,b5c1a1,n/a,n/a
f2,b5c1a1,n/a,n/a
f2,b5c1a1,n/a,n/a
f2,b5c1a1,n/a,n/a
f2,b5c1a1,n/a,n/a
f2,b5c1a1,n/a,n/a
f2,b5c1a1,n/a,n/a
f2,b5c1a1,n/a,n/a
f2,b5c1a1,n/a,n/a
f2,b5c1a1,n/a,n/a
f2,b5c1a1,n/a,n/a
f2,b5c1a1,n/a,n/a
f2,b5c1a1,n/a,n/a
f2,b5c1a2,-0.79,-45.00
f2,b5c1a2,-0.62,-35.54
f2,b5c1a2,-0.26,-14.93
f2,b5c1a2,0.00,0.00
f2,b5c1a2,0.00,0.00
f2,b5c1a2,0.00,0.00
f2,b5c1a2,0.40,23.20
f2,b5c1a2,0.83,47.73
f2,b5c1a2,1.18,67.38
f2,b5c1a2,n/a,n/a
f2,b5c1a2,n/a,n/a
f2,b5c1a2,n/a,n/a
f2,b5c1a2,n/a,n/a
f2,b5c1a2,n/a,n/a
f2,b5c1a2,n/a,n/a
f2,b5c1a2,n/a,n/a
f2,b5c1a2,n/a,n/a
f2,b5c1a2,n/a,n/a
f2,b5c1a2,n/a,n/a
f2,b5c1a2,n/a,n/a
f2,b5c1a2,n/a,n/a
f2,b5c1a2,n/a,n/a
f2,b5c1a2,n/a,n/a
f2,b5c1a2,n/a,n/a
f2,b5c1a2,n/a,n/a
f2,b5c1a2,n/a,n/a
f2,b5c1a2,n/a,n/a
f2,b5c1a2,n/a,n/a
f2,b5c1a2,n/a,n/a
f2,b5c1a2,n/a,n/a
f2,b5c4a1,-1.29,-74.06
f2,b5c4a1,-1.11,-63.43
f2,b5c4a1,-0.67,-38.66
f2,b5c4a1,-0.49,-28.30
f2,b5c4a1,-0.32,-18.44
f2,b5c4a1,0.00,0.00
f2,b5c4a1,0.00,0.00
f2,b5c4a1,0.00,0.00
f2,b5c4a1,0.00,0.00
f2,b5c4a1,0.00,0.00
f2,b5c4a1,0.00,0.00
f2,b5c4a1,0.18,10.30
f2,b5c4a1,0.24,14.04
f2,b5c4a1,0.24,14.04
f2,b5c4a1,0.27,15.25
f2,b5c4a1,0.79,45.01
f2,b5c4a1,1.19,68.20
f2,b5c4a1,n/a,n/a
f2,b5c4a1,n/a,n/a
f2,b5c4a1,n/a,n/a
f2,b5c4a1,n/a,n/a
f2,b5c4a1,n/a,n/a
f2,b5c4a1,n/a,n/a
f2,b5c4a1,n/a,n/a
f2,b5c4a1,n/a,n/a
f2,b5c4a1,n/a,n/a
f2,b5c4a1,n/a,n/a
f2,b5c4a1,n/a,n/a
f2,b5c4a1,n/a,n/a
f2,b5c4a1,n/a,n/a
f2,b5c4a1,n/a,n/a
f2,b5c4a1,n/a,n/a
f2,b5c4a1,n/a,n/a
f2,b5c4a1,n/a,n/a
f2,b5c4a1,n/a,n/a
f2,b5c4a1,n/a,n/a
f2,b5c4a1,n/a,n/a
f2,b5c4a1,n/a,n/a
f2,b5c4a1,n/a,n/a
f2,b5c4a1,n/a,n/a
f2,b5c4a1,n/a,n/a
f2,b5c4a1,n/a,n/a
f2,b5c4a1,n/a,n/a
f2,b5c4a1,n/a,n/a
f2,b5c4a1,n/a,n/a
f2,b5c4a1,n/a,n/a
f2,b5c4a1,n/a,n/a
f2,b5c4a1,n/a,n/a
f2,b5c4a1,n/a,n/a
f2,b5c4a1,n/a,n/a
f2,b5c4a1,n/a,n/a
f2,b5c4a2,-1.25,-71.57
f2,b5c4a2,-1.11,-63.43
f2,b5c4a2,-0.79,-45.00
f2,b5c4a2,-0.79,-45.00
f2,b5c4a2,-0.79,-45.00
f2,b5c4a2,-0.79,-44.99
f2,b5c4a2,-0.59,-33.69
f2,b5c4a2,-0.46,-26.57
f2,b5c4a2,0.00,0.00
f2,b5c4a2,0.00,0.00
f2,b5c4a2,n/a,n/a
f2,b5c4a2,n/a,n/a
f2,b5c4a2,n/a,n/a
f2,b5c4a2,n/a,n/a
f2,b5c4a2,n/a,n/a
f2,b5c4a2,n/a,n/a
f2,b5c4a2,n/a,n/a
f2,b5c4a2,n/a,n/a
f2,b5c4a2,n/a,n/a
f2,b5c4a2,n/a,n/a
f2,b5c4a2,n/a,n/a
f2,b5c4a2,n/a,n/a
f2,b5c4a2,n/a,n/a
f2,b5c4a2,n/a,n/a
f2,b5c4a2,n/a,n/a
f2,b5c4a2,n/a,n/a
f2,b5c4a2,n/a,n/a
f2,b5c4a2,n/a,n/a
f2,b5c4a2,n/a,n/a
f2,b5c4a2,n/a,n/a
f2,b5c4a2,n/a,n/a
f2,b5c4a2,n/a,n/a
f2,b5c4a2,n/a,n/a
f2,b5c4a2,n/a,n/a
f2,b5c4a2,n/a,n/a
f2,b5c6a1,-1.26,-72.47
f2,b5c6a1,-1.20,-68.96
f2,b5c6a1,-1.19,-68.20
f2,b5c6a1,-1.11,-63.43
f2,b5c6a1,-1.11,-63.43
f2,b5c6a1,-1.06,-60.95
f2,b5c6a1,-0.98,-56.31
f2,b5c6a1,-0.79,-45.00
f2,b5c6a1,-0.79,-45.00
f2,b5c6a1,-0.79,-44.99
f2,b5c6a1,-0.59,-33.69
f2,b5c6a1,0.20,11.31
f2,b5c6a1,0.46,26.57
f2,b5c6a1,0.98,56.31
f2,b5c6a1,1.11,63.43
f2,b5c6a1,n/a,n/a
f2,b5c6a1,n/a,n/a
f2,b5c6a1,n/a,n/a
f2,b5c6a1,n/a,n/a
f2,b5c6a1,n/a,n/a
f2,b5c6a1,n/a,n/a
f2,b5c6a1,n/a,n/a
f2,b5c6a1,n/a,n/a
f2,b5c6a1,n/a,n/a
f2,b5c6a1,n/a,n/a
f2,b5c6a1,n/a,n/a
f2,b5c6a1,n/a,n/a
f2,b5c6a1,n/a,n/a
f2,b5c6a1,n/a,n/a
f2,b5c6a1,n/a,n/a
f2,b5c6a1,n/a,n/a
f2,b5c6a1,n/a,n/a
f2,b5c6a1,n/a,n/a
f2,b5c6a1,n/a,n/a
f2,b5c6a1,n/a,n/a
f2,b5c6a1,n/a,n/a
f2,b5c6a1,n/a,n/a
f2,b5c6a1,n/a,n/a
f2,b5c6a1,n/a,n/a
f2,b5c6a1,n/a,n/a
f2,b5c6a1,n/a,n/a
f2,b5c6a1,n/a,n/a
f2,b5c6a1,n/a,n/a
f2,b5c6a1,n/a,n/a
f2,b5c8a1,-0.93,-53.13
f2,b5c8a1,-0.79,-45.00
f2,b5c8a1,-0.79,-44.99
f2,b5c8a1,-0.73,-41.64
f2,b5c8a1,-0.62,-35.79
f2,b5c8a1,-0.59,-33.68
f2,b5c8a1,-0.46,-26.53
f2,b5c8a1,0.00,0.00
f2,b5c8a1,0.00,0.00
f2,b5c8a1,0.78,44.96
f2,b5c8a1,n/a,n/a
f2,b5c8a1,n/a,n/a
f2,b5c8a1,n/a,n/a
f2,b5c8a1,n/a,n/a
f2,b5c8a1,n/a,n/a
f2,b5c8a1,n/a,n/a
f2,b5c8a1,n/a,n/a
f2,b5c8a1,n/a,n/a
f2,b5c8a1,n/a,n/a
f2,b5c8a1,n/a,n/a
f2,b5c8a1,n/a,n/a
f2,b5c8a1,n/a,n/a
f2,b5c8a1,n/a,n/a
f2,b5c8a1,n/a,n/a
f2,b5c8a1,n/a,n/a
f2,b5c8a1,n/a,n/a
f2,b5c8a1,n/a,n/a
f2,b5c8a1,n/a,n/a
f2,b5c8a1,n/a,n/a
f2,b5c8a1,n/a,n/a
f2,b5c8a2,-1.11,-63.43
f2,b5c8a2,-0.59,-33.69
f2,b5c8a2,-0.48,-27.47
f2,b5c8a2,-0.32,-18.44
f2,b5c8a2,-0.30,-17.10
f2,b5c8a2,0.00,0.00
f2,b5c8a2,0.00,0.00
f2,b5c8a2,0.07,4.09
f2,b5c8a2,0.36,20.56
f2,b5c8a2,0.40,22.83
f2,b5c8a2,0.79,45.00
f2,b5c8a2,0.79,45.01
f2,b5c8a2,1.11,63.43
f2,b5c8a2,1.11,63.44
f2,b5c8a2,n/a,n/a
f2,b5c8a2,n/a,n/a
f2,b5c8a2,n/a,n/a
f2,b5c8a2,n/a,n/a
f2,b5c8a2,n/a,n/a
f2,b5c8a2,n/a,n/a
f2,b5c8a2,n/a,n/a
f2,b5c8a2,n/a,n/a
f2,b5c8a2,n/a,n/a
f2,b5c8a2,n/a,n/a
f2,b5c8a2,n/a,n/a
f2,b5c8a2,n/a,n/a
f2,b5c8a2,n/a,n/a
f2,b5c8a2,n/a,n/a
f2,b5c8a2,n/a,n/a
f2,b5c8a2,n/a,n/a
f2,b5c8a2,n/a,n/a
f2,b5c8a2,n/a,n/a
f2,b5c8a2,n/a,n/a
f2,b5c8a2,n/a,n/a
f2,b5c8a2,n/a,n/a
f2,b5c8a2,n/a,n/a
f2,b5c8a3,-1.44,-82.57
f2,b5c8a3,-1.11,-63.44
f2,b5c8a3,-1.00,-57.53
f2,b5c8a3,-0.79,-45.00
f2,b5c8a3,-0.79,-45.00
f2,b5c8a3,-0.18,-10.30
f2,b5c8a3,0.00,0.00
f2,b5c8a3,0.00,0.00
f2,b5c8a3,0.00,0.00
f2,b5c8a3,0.04,2.39
f2,b5c8a3,0.09,4.97
f2,b5c8a3,0.52,29.74
f2,b5c8a3,0.79,45.00
f2,b5c8a3,0.79,45.00
f2,b5c8a3,0.93,53.13
f2,b5c8a3,1.04,59.53
f2,b5c8a3,1.11,63.44
f2,b5c8a3,1.20,68.63
f2,b5c8a3,1.32,75.58
f2,b5c8a3,1.33,75.96
f2,b5c8a3,n/a,n/a
f2,b5c8a3,n/a,n/a
f2,b5c8a3,n/a,n/a
f2,b5c8a3,n/a,n/a
f2,b5c8a3,n/a,n/a
f2,b5c8a3,n/a,n/a
f2,b5c8a3,n/a,n/a
f2,b5c8a3,n/a,n/a
f2,b5c8a3,n/a,n/a
f2,b5c8a3,n/a,n/a
f2,b5c8a3,n/a,n/a
f2,b5c8a3,n/a,n/a
f2,b5c9a1,-1.11,-63.43
f2,b5c9a1,-0.98,-56.31
f2,b5c9a1,-0.59,-33.69
f2,b5c9a1,-0.46,-26.57
f2,b5c9a1,0.00,0.00
f2,b5c9a1,0.00,0.00
f2,b5c9a1,0.00,0.00
f2,b5c9a1,0.00,0.00
f2,b5c9a1,0.00,0.00
f2,b5c9a1,0.00,0.00
f2,b5c9a1,0.00,0.00
f2,b5c9a1,0.46,26.56
f2,b5c9a1,0.79,45.00
f2,b5c9a1,1.11,63.43
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a1,n/a,n/a
f2,b5c9a2,-1.25,-71.57
f2,b5c9a2,-1.11,-63.44
f2,b5c9a2,-0.98,-56.31
f2,b5c9a2,-0.93,-53.13
f2,b5c9a2,-0.79,-45.00
f2,b5c9a2,-0.71,-40.82
f2,b5c9a2,-0.59,-33.69
f2,b5c9a2,-0.46,-26.56
f2,b5c9a2,-0.32,-18.43
f2,b5c9a2,n/a,n/a
f2,b5c9a2,n/a,n/a
f2,b5c9a2,n/a,n/a
f2,b5c9a2,n/a,n/a
f2,b5c9a2,n/a,n/a
f2,b5c9a2,n/a,n/a
f2,b5c9a2,n/a,n/a
f2,b5c9a2,n/a,n/a
f2,b5c9a2,n/a,n/a
f2,b5c9a2,n/a,n/a
f2,b5c9a2,n/a,n/a
f2,b5c9a2,n/a,n/a
f2,b5c9a2,n/a,n/a
f2,b5c9a2,n/a,n/a
f2,b5c9a2,n/a,n/a
f2,b5c9a2,n/a,n/a
f2,b5c9a2,n/a,n/a
f2,b6c6a1,-1.11,-63.43
f2,b6c6a1,-0.79,-45.00
f2,b6c6a1,-0.32,-18.44
f2,b6c6a1,-0.24,-14.03
f2,b6c6a1,0.00,0.00
f2,b6c6a1,0.25,14.04
f2,b6c6a1,0.46,26.55
f2,b6c6a1,0.98,56.30
f2,b6c6a1,n/a,n/a
f2,b6c6a1,n/a,n/a
f2,b6c6a1,n/a,n/a
f2,b6c6a1,n/a,n/a
f2,b6c6a1,n/a,n/a
f2,b6c6a1,n/a,n/a
f2,b6c6a1,n/a,n/a
f2,b6c6a1,n/a,n/a
f2,b6c6a1,n/a,n/a
f2,b6c6a1,n/a,n/a
f2,b6c6a1,n/a,n/a
f2,b6c6a1,n/a,n/a
f2,b6c6a1,n/a,n/a
f2,b6c6a1,n/a,n/a
f2,b6c6a1,n/a,n/a
f2,b6c6a1,n/a,n/a
f2,b6c6a1,n/a,n/a
f2,b6c6a1,n/a,n/a
f2,b6c6a1,n/a,n/a
f2,b6c6a1,n/a,n/a
f2,b6c6a1,n/a,n/a
f2,b6c6a1,n/a,n/a
f2,b6c6a1,n/a,n/a
f2,b6c6a1,n/a,n/a
f2,b6c6a1,n/a,n/a
f2,b6c6a1,n/a,n/a
f2,b6c6a1,n/a,n/a
f2,b6c7a1,-1.25,-71.53
f2,b6c7a1,-1.03,-59.02
f2,b6c7a1,0.00,0.00
f2,b6c7a1,0.00,0.00
f2,b6c7a1,0.00,0.00
f2,b6c7a1,0.00,0.00
f2,b6c7a1,0.00,0.00
f2,b6c7a1,0.00,0.00
f2,b6c7a1,0.00,0.00
f2,b6c7a1,0.32,18.45
f2,b6c7a1,0.61,34.99
f2,b6c7a1,0.86,49.41
f2,b6c7a1,n/a,n/a
f2,b6c7a1,n/a,n/a
f2,b6c7a1,n/a,n/a
f2,b6c7a1,n/a,n/a
f2,b6c7a1,n/a,n/a
f2,b6c7a1,n/a,n/a
f2,b6c7a1,n/a,n/a
f2,b6c7a1,n/a,n/a
f2,b6c7a1,n/a,n/a
f2,b6c7a1,n/a,n/a
f2,b6c7a1,n/a,n/a
f2,b6c7a1,n/a,n/a
f2,b6c7a1,n/a,n/a
f2,b6c7a1,n/a,n/a
f2,b6c7a1,n/a,n/a
f2,b6c7a1,n/a,n/a
f2,b6c7a1,n/a,n/a
f2,b6c7a1,n/a,n/a
f2,b6c9a1,-1.33,-75.96
f2,b6c9a1,-0.98,-56.31
f2,b6c9a1,0.00,0.00
f2,b6c9a1,0.00,0.00
f2,b6c9a1,0.79,45.00
f2,b6c9a1,0.97,55.30
f2,b6c9a1,n/a,n/a
f2,b6c9a1,n/a,n/a
f2,b6c9a1,n/a,n/a
f2,b6c9a1,n/a,n/a
f2,b6c9a1,n/a,n/a
f2,b6c9a1,n/a,n/a
f2,b6c9a1,n/a,n/a
f2,b6c9a1,n/a,n/a
f2,b6c9a1,n/a,n/a
f2,b6c9a1,n/a,n/a
f2,b6c9a1,n/a,n/a
f2,b6c9a1,n/a,n/a
f2,b6c9a1,n/a,n/a
f2,b6c9a1,n/a,n/a
f2,b6c9a1,n/a,n/a
f2,b6c9a1,n/a,n/a
f2,b6c9a1,n/a,n/a
f2,b6c9a1,n/a,n/a
f2,b6c9a1,n/a,n/a
f2,b6c9a1,n/a,n/a
f2,b6c9a1,n/a,n/a
f2,b6c9a1,n/a,n/a
f2,b6c9a1,n/a,n/a
f2,b9c10a1,-0.79,-45.00
f2,b9c10a1,-0.67,-38.66
f2,b9c10a1,-0.46,-26.57
f2,b9c10a1,-0.32,-18.44
f2,b9c10a1,-0.10,-5.71
f2,b9c10a1,0.00,0.00
f2,b9c10a1,0.00,0.00
f2,b9c10a1,0.27,15.26
f2,b9c10a1,0.32,18.44
f2,b9c10a1,n/a,n/a
f2,b9c10a1,n/a,n/a
f2,b9c10a1,n/a,n/a
f2,b9c10a1,n/a,n/a
f2,b9c10a1,n/a,n/a
f2,b9c10a1,n/a,n/a
f2,b9c10a1,n/a,n/a
f2,b9c10a1,n/a,n/a
f2,b9c10a1,n/a,n/a
f2,b9c10a1,n/a,n/a
f2,b9c10a1,n/a,n/a
f2,b9c10a1,n/a,n/a
f2,b9c10a1,n/a,n/a
f2,b9c10a1,n/a,n/a
f2,b9c10a1,n/a,n/a
f2,b9c10a1,n/a,n/a
f2,b9c10a1,n/a,n/a
f2,b9c10a1,n/a,n/a
f2,b9c10a2,-1.30,-74.48
f2,b9c10a2,-1.17,-66.80
f2,b9c10a2,-1.11,-63.44
f2,b9c10a2,-0.79,-45.00
f2,b9c10a2,-0.79,-45.00
f2,b9c10a2,-0.23,-13.35
f2,b9c10a2,0.09,5.19
f2,b9c10a2,0.30,17.10
f2,b9c10a2,0.50,28.61
f2,b9c10a2,0.53,30.62
f2,b9c10a2,0.59,33.69
f2,b9c10a2,0.79,45.00
f2,b9c10a2,0.79,45.00
f2,b9c10a2,1.11,63.43
f2,b9c10a2,1.11,63.44
f2,b9c10a2,1.18,67.38
f2,b9c10a2,n/a,n/a
f2,b9c10a2,n/a,n/a
f2,b9c10a2,n/a,n/a
f2,b9c10a2,n/a,n/a
f2,b9c10a2,n/a,n/a
f2,b9c10a2,n/a,n/a
f2,b9c10a2,n/a,n/a
f2,b9c10a2,n/a,n/a
f2,b9c10a2,n/a,n/a
f2,b9c4a1,-0.98,-56.31
f2,b9c4a1,-0.79,-45.01
f2,b9c4a1,-0.79,-45.01
f2,b9c4a1,-0.79,-45.00
f2,b9c4a1,-0.46,-26.56
f2,b9c4a1,0.00,0.00
f2,b9c4a1,0.00,0.00
f2,b9c4a1,0.00,0.00
f2,b9c4a1,0.00,0.00
f2,b9c4a1,0.00,0.00
f2,b9c4a1,0.00,0.00
f2,b9c4a1,0.46,26.56
f2,b9c4a1,0.79,44.99
f2,b9c4a1,0.79,45.00
f2,b9c4a1,0.79,45.00
f2,b9c4a1,0.79,45.00
f2,b9c4a1,0.95,54.46
f2,b9c4a1,n/a,n/a
f2,b9c4a1,n/a,n/a
f2,b9c4a1,n/a,n/a
f2,b9c4a1,n/a,n/a
f2,b9c4a1,n/a,n/a
f2,b9c4a1,n/a,n/a
f2,b9c4a1,n/a,n/a
f2,b9c4a1,n/a,n/a
f2,b9c4a1,n/a,n/a
f2,b9c4a1,n/a,n/a
f2,b9c4a1,n/a,n/a
f2,b9c4a1,n/a,n/a
f2,b9c4a1,n/a,n/a
f2,b9c4a1,n/a,n/a
f2,b9c4a1,n/a,n/a
f2,b9c4a1,n/a,n/a
f2,b9c4a1,n/a,n/a
f2,b9c4a1,n/a,n/a
f2,b9c7a1,-1.25,-71.56
f2,b9c7a1,-1.11,-63.43
f2,b9c7a1,-0.79,-45.00
f2,b9c7a1,-0.79,-45.00
f2,b9c7a1,-0.79,-45.00
f2,b9c7a1,-0.79,-44.99
f2,b9c7a1,-0.32,-18.43
f2,b9c7a1,0.00,0.00
f2,b9c7a1,0.00,0.00
f2,b9c7a1,0.00,0.00
f2,b9c7a1,0.00,0.00
f2,b9c7a1,0.00,0.00
f2,b9c7a1,0.00,0.00
f2,b9c7a1,0.00,0.00
f2,b9c7a1,0.00,0.00
f2,b9c7a1,0.25,14.04
f2,b9c7a1,0.40,22.93
f2,b9c7a1,0.48,27.55
f2,b9c7a1,0.79,45.00
f2,b9c7a1,0.79,45.01
f2,b9c7a1,n/a,n/a
f2,b9c7a1,n/a,n/a
f2,b9c7a1,n/a,n/a
f2,b9c7a1,n/a,n/a
f2,b9c7a1,n/a,n/a
f2,b9c7a1,n/a,n/a
f2,b9c7a1,n/a,n/a
f2,b9c7a1,n/a,n/a
f2,b9c7a1,n/a,n/a
f2,b9c7a1,n/a,n/a
f2,b9c7a1,n/a,n/a
f2,b9c7a1,n/a,n/a
f2,b9c7a1,n/a,n/a
f2,b9c7a1,n/a,n/a
f2,b9c7a1,n/a,n/a
f2,b9c8a1,0.00,0.00
f2,b9c8a1,0.79,45.00
f2,b9c8a1,1.11,63.43
f2,b9c8a1,n/a,n/a
f2,b9c8a1,n/a,n/a
f2,b9c8a1,n/a,n/a
f2,b9c8a1,n/a,n/a
