Precon,ID,atan.XY,degree.XY
f2,b9c8a1,n/a,n/a
f2,b9c8a1,n/a,n/a
f2,b9c8a1,n/a,n/a
f2,b9c8a1,n/a,n/a
f2,b9c8a1,n/a,n/a
f2,b9c8a1,n/a,n/a
f2,b9c8a1,n/a,n/a
f2,b9c8a1,n/a,n/a
f2,b9c8a1,n/a,n/a
f2,b9c8a1,n/a,n/a
f2,b9c8a1,n/a,n/a
f2,b9c8a1,n/a,n/a
f2,b9c8a1,n/a,n/a
f2,b9c8a1,n/a,n/a
f2,b9c8a1,n/a,n/a
f2,b9c8a1,n/a,n/a
f2,b9c8a1,n/a,n/a
f2,b9c8a1,n/a,n/a
f2,b9c8a2,-1.35,-77.47
f2,b9c8a2,-0.62,-35.31
f2,b9c8a2,-0.46,-26.56
f2,b9c8a2,-0.24,-14.04
f2,b9c8a2,0.00,0.00
f2,b9c8a2,0.00,0.00
f2,b9c8a2,0.00,0.00
f2,b9c8a2,0.00,0.00
f2,b9c8a2,0.00,0.00
f2,b9c8a2,0.00,0.00
f2,b9c8a2,0.30,17.10
f2,b9c8a2,1.00,57.53
f2,b9c8a2,1.11,63.43
f2,b9c8a2,n/a,n/a
f2,b9c8a2,n/a,n/a
f2,b9c8a2,n/a,n/a
f2,b9c8a2,n/a,n/a
f2,b9c8a2,n/a,n/a
f2,b9c8a2,n/a,n/a
f2,b9c8a2,n/a,n/a
f2,b9c8a2,n/a,n/a
f2,b9c8a2,n/a,n/a
f2,b9c8a2,n/a,n/a
f2,b9c8a2,n/a,n/a
f2,b9c8a2,n/a,n/a
f2,b9c9a1,-1.54,-88.36
f2,b9c9a1,-0.79,-45.00
f2,b9c9a1,0.79,44.99
f2,b9c9a1,1.25,71.57
f2,b9c9a1,n/a,n/a
f2,b9c9a1,n/a,n/a
f2,b9c9a1,n/a,n/a
f2,b9c9a1,n/a,n/a
f2,b9c9a1,n/a,n/a
f2,b9c9a1,n/a,n/a
f2,b9c9a1,n/a,n/a
f2,b9c9a1,n/a,n/a
f2,b9c9a1,n/a,n/a
f2,b9c9a1,n/a,n/a
f2,b9c9a1,n/a,n/a
f2,b9c9a1,n/a,n/a
f2,b9c9a1,n/a,n/a
f2,b9c9a1,n/a,n/a
f2,b9c9a1,n/a,n/a
f2,b9c9a1,n/a,n/a
f2,b9c9a1,n/a,n/a
f2,b9c9a1,n/a,n/a
f2,b9c9a1,n/a,n/a
f2,b9c9a1,n/a,n/a
f2,b9c9a1,n/a,n/a
f2,b9c9a2,-0.98,-56.31
f2,b9c9a2,-0.79,-45.00
f2,b9c9a2,-0.79,-44.99
f2,b9c9a2,-0.46,-26.57
f2,b9c9a2,-0.46,-26.56
f2,b9c9a2,-0.18,-10.30
f2,b9c9a2,0.00,0.00
f2,b9c9a2,0.00,0.00
f2,b9c9a2,0.00,0.00
f2,b9c9a2,0.00,0.00
f2,b9c9a2,0.00,0.00
f2,b9c9a2,0.31,17.53
f2,b9c9a2,0.79,44.99
f2,b9c9a2,0.79,45.00
f2,b9c9a2,0.79,45.01
f2,b9c9a2,1.11,63.44
f2,b9c9a2,1.33,75.96
f2,b9c9a2,n/a,n/a
f2,b9c9a2,n/a,n/a
f2,b9c9a2,n/a,n/a
f2,b9c9a2,n/a,n/a
f2,b9c9a2,n/a,n/a
f2,b9c9a2,n/a,n/a
f2,b9c9a2,n/a,n/a
f2,b9c9a2,n/a,n/a
f2,b9c9a2,n/a,n/a
f2,b9c9a2,n/a,n/a
f2,b9c9a2,n/a,n/a
f2,b9c9a2,n/a,n/a
f2,b9c9a2,n/a,n/a
f2,b9c9a2,n/a,n/a
f2,b9c9a2,n/a,n/a
f2,b9c9a2,n/a,n/a
f2,b9c9a2,n/a,n/a
f2,b9c9a2,n/a,n/a
f2,b9c9a2,n/a,n/a
f2,b9c9a2,n/a,n/a
f2,b9c9a2,n/a,n/a
f2,b9c9a2,n/a,n/a
f2,b9c9a2,n/a,n/a
noN,b13c10a1,-1.37,-78.69
noN,b13c10a1,-0.51,-29.05
noN,b13c10a1,0.00,0.00
noN,b13c10a1,0.00,0.00
noN,b13c10a1,0.00,0.00
noN,b13c10a1,0.13,7.43
noN,b13c10a1,0.20,11.31
noN,b13c10a1,0.20,11.31
noN,b13c10a1,0.46,26.56
noN,b13c10a1,0.46,26.56
noN,b13c10a1,0.73,41.99
noN,b13c10a1,0.79,45.00
noN,b13c10a1,1.18,67.38
noN,b13c10a1,1.25,71.57
noN,b13c10a1,n/a,n/a
noN,b13c10a1,n/a,n/a
noN,b13c10a1,n/a,n/a
noN,b13c10a1,n/a,n/a
noN,b13c10a1,n/a,n/a
noN,b13c10a1,n/a,n/a
noN,b13c10a1,n/a,n/a
noN,b13c10a1,n/a,n/a
noN,b13c10a1,n/a,n/a
noN,b13c10a1,n/a,n/a
noN,b13c10a1,n/a,n/a
noN,b13c10a1,n/a,n/a
noN,b13c10a1,n/a,n/a
noN,b13c10a1,n/a,n/a
noN,b13c10a1,n/a,n/a
noN,b13c10a1,n/a,n/a
noN,b13c1a1,-1.11,-63.44
noN,b13c1a1,-1.11,-63.43
noN,b13c1a1,-0.79,-45.01
noN,b13c1a1,-0.79,-45.00
noN,b13c1a1,-0.79,-44.99
noN,b13c1a1,-0.64,-36.87
noN,b13c1a1,-0.36,-20.56
noN,b13c1a1,0.00,0.00
noN,b13c1a1,0.00,0.00
noN,b13c1a1,0.00,0.00
noN,b13c1a1,0.00,0.00
noN,b13c1a1,0.00,0.00
noN,b13c1a1,0.46,26.57
noN,b13c1a1,1.08,62.10
noN,b13c1a1,1.11,63.43
noN,b13c1a1,1.25,71.56
noN,b13c1a1,1.25,71.57
noN,b13c1a1,n/a,n/a
noN,b13c1a1,n/a,n/a
noN,b13c1a1,n/a,n/a
noN,b13c1a1,n/a,n/a
noN,b13c1a1,n/a,n/a
noN,b13c1a1,n/a,n/a
noN,b13c1a1,n/a,n/a
noN,b13c1a1,n/a,n/a
noN,b13c1a1,n/a,n/a
noN,b13c1a1,n/a,n/a
noN,b13c1a1,n/a,n/a
noN,b13c1a1,n/a,n/a
noN,b13c1a1,n/a,n/a
noN,b13c2a1,-0.79,-45.01
noN,b13c2a1,-0.09,-5.19
noN,b13c2a1,0.00,0.00
noN,b13c2a1,0.08,4.40
noN,b13c2a1,0.21,12.10
noN,b13c2a1,0.79,45.00
noN,b13c2a1,0.79,45.00
noN,b13c2a1,0.79,45.00
noN,b13c2a1,0.79,45.00
noN,b13c2a1,0.90,51.34
noN,b13c2a1,0.93,53.13
noN,b13c2a1,n/a,n/a
noN,b13c2a1,n/a,n/a
noN,b13c2a1,n/a,n/a
noN,b13c2a1,n/a,n/a
noN,b13c2a1,n/a,n/a
noN,b13c2a1,n/a,n/a
noN,b13c2a1,n/a,n/a
noN,b13c2a1,n/a,n/a
noN,b13c2a1,n/a,n/a
noN,b13c2a1,n/a,n/a
noN,b13c2a1,n/a,n/a
noN,b13c2a1,n/a,n/a
noN,b13c2a1,n/a,n/a
noN,b13c2a1,n/a,n/a
noN,b13c2a1,n/a,n/a
noN,b13c2a1,n/a,n/a
noN,b13c2a1,n/a,n/a
noN,b13c2a1,n/a,n/a
noN,b13c2a1,n/a,n/a
noN,b13c3a1,-0.36,-20.56
noN,b13c3a1,-0.16,-9.09
noN,b13c3a1,-0.08,-4.76
noN,b13c3a1,0.33,19.18
noN,b13c3a1,n/a,n/a
noN,b13c3a1,n/a,n/a
noN,b13c3a1,n/a,n/a
noN,b13c3a1,n/a,n/a
noN,b13c3a1,n/a,n/a
noN,b13c3a1,n/a,n/a
noN,b13c3a1,n/a,n/a
noN,b13c3a1,n/a,n/a
noN,b13c3a1,n/a,n/a
noN,b13c3a1,n/a,n/a
noN,b13c3a1,n/a,n/a
noN,b13c3a1,n/a,n/a
noN,b13c3a1,n/a,n/a
noN,b13c3a1,n/a,n/a
noN,b13c3a1,n/a,n/a
noN,b13c3a1,n/a,n/a
noN,b13c3a1,n/a,n/a
noN,b13c3a1,n/a,n/a
noN,b13c5a1,-0.60,-34.59
noN,b13c5a1,-0.59,-33.69
noN,b13c5a1,-0.46,-26.56
noN,b13c5a1,-0.20,-11.63
noN,b13c5a1,0.00,0.00
noN,b13c5a1,0.00,0.00
noN,b13c5a1,0.00,0.00
noN,b13c5a1,0.00,0.00
noN,b13c5a1,0.28,15.94
noN,b13c5a1,0.36,20.56
noN,b13c5a1,0.46,26.57
noN,b13c5a1,0.46,26.57
noN,b13c5a1,0.98,56.31
noN,b13c5a1,n/a,n/a
noN,b13c5a1,n/a,n/a
noN,b13c5a1,n/a,n/a
noN,b13c5a1,n/a,n/a
noN,b13c5a1,n/a,n/a
noN,b13c5a1,n/a,n/a
noN,b13c5a1,n/a,n/a
noN,b13c5a1,n/a,n/a
noN,b13c5a1,n/a,n/a
noN,b13c5a1,n/a,n/a
noN,b13c5a1,n/a,n/a
noN,b13c5a1,n/a,n/a
noN,b13c5a1,n/a,n/a
noN,b13c5a1,n/a,n/a
noN,b13c5a1,n/a,n/a
noN,b13c5a1,n/a,n/a
noN,b13c6a1,-1.11,-63.44
noN,b13c6a1,-0.95,-54.46
noN,b13c6a1,-0.90,-51.55
noN,b13c6a1,-0.79,-45.00
noN,b13c6a1,-0.79,-45.00
noN,b13c6a1,-0.64,-36.47
noN,b13c6a1,-0.59,-33.69
noN,b13c6a1,-0.36,-20.77
noN,b13c6a1,0.00,0.00
noN,b13c6a1,0.00,0.00
noN,b13c6a1,0.00,0.00
noN,b13c6a1,0.79,45.00
noN,b13c6a1,1.11,63.43
noN,b13c6a1,n/a,n/a
noN,b13c6a1,n/a,n/a
noN,b13c6a1,n/a,n/a
noN,b13c6a1,n/a,n/a
noN,b13c6a1,n/a,n/a
noN,b13c6a1,n/a,n/a
noN,b13c6a1,n/a,n/a
noN,b13c6a1,n/a,n/a
noN,b13c6a1,n/a,n/a
noN,b13c6a1,n/a,n/a
noN,b13c6a1,n/a,n/a
noN,b13c6a1,n/a,n/a
noN,b13c6a1,n/a,n/a
noN,b13c6a1,n/a,n/a
noN,b13c6a1,n/a,n/a
noN,b13c6a1,n/a,n/a
noN,b13c6a1,n/a,n/a
noN,b13c6a1,n/a,n/a
noN,b13c6a1,n/a,n/a
noN,b13c6a1,n/a,n/a
noN,b13c6a1,n/a,n/a
noN,b13c6a1,n/a,n/a
noN,b13c6a1,n/a,n/a
noN,b13c6a1,n/a,n/a
noN,b13c6a1,n/a,n/a
noN,b13c6a1,n/a,n/a
noN,b13c6a1,n/a,n/a
noN,b13c7a1,-1.36,-77.91
noN,b13c7a1,-0.93,-53.47
noN,b13c7a1,-0.46,-26.57
noN,b13c7a1,-0.46,-26.57
noN,b13c7a1,-0.06,-3.69
noN,b13c7a1,0.00,0.00
noN,b13c7a1,0.79,45.00
noN,b13c7a1,0.79,45.00
noN,b13c7a1,0.79,45.00
noN,b13c7a1,0.84,48.37
noN,b13c7a1,0.93,53.13
noN,b13c7a1,n/a,n/a
noN,b13c7a1,n/a,n/a
noN,b13c7a1,n/a,n/a
noN,b13c7a1,n/a,n/a
noN,b13c7a1,n/a,n/a
noN,b13c7a1,n/a,n/a
noN,b13c7a1,n/a,n/a
noN,b13c7a1,n/a,n/a
noN,b13c7a1,n/a,n/a
noN,b13c7a1,n/a,n/a
noN,b13c7a1,n/a,n/a
noN,b13c7a1,n/a,n/a
noN,b13c7a1,n/a,n/a
noN,b13c7a1,n/a,n/a
noN,b13c7a1,n/a,n/a
noN,b13c7a1,n/a,n/a
noN,b13c7a1,n/a,n/a
noN,b13c7a1,n/a,n/a
noN,b13c8a1,-1.37,-78.69
noN,b13c8a1,-1.25,-71.56
noN,b13c8a1,-1.11,-63.43
noN,b13c8a1,-0.32,-18.43
noN,b13c8a1,0.00,0.00
noN,b13c8a1,0.00,0.00
noN,b13c8a1,0.00,0.00
noN,b13c8a1,0.00,0.00
noN,b13c8a1,0.00,0.00
noN,b13c8a1,0.08,4.76
noN,b13c8a1,0.12,6.84
noN,b13c8a1,0.17,9.46
noN,b13c8a1,0.32,18.43
noN,b13c8a1,0.46,26.56
noN,b13c8a1,0.46,26.57
noN,b13c8a1,0.79,45.00
noN,b13c8a1,0.79,45.00
noN,b13c8a1,1.25,71.56
noN,b13c8a1,1.28,73.30
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b13c8a1,n/a,n/a
noN,b14c2a1,-0.05,-2.73
noN,b14c2a1,0.64,36.87
noN,b14c2a1,0.79,45.00
noN,b14c2a1,1.25,71.56
noN,b14c2a1,n/a,n/a
noN,b14c2a1,n/a,n/a
noN,b14c2a1,n/a,n/a
noN,b14c2a1,n/a,n/a
noN,b14c2a1,n/a,n/a
noN,b14c2a1,n/a,n/a
noN,b14c2a1,n/a,n/a
noN,b14c2a1,n/a,n/a
noN,b14c2a1,n/a,n/a
noN,b14c2a1,n/a,n/a
noN,b14c2a1,n/a,n/a
noN,b14c2a1,n/a,n/a
noN,b14c2a1,n/a,n/a
noN,b14c2a1,n/a,n/a
noN,b14c2a1,n/a,n/a
noN,b14c2a1,n/a,n/a
noN,b14c3a1,-1.15,-66.04
noN,b14c3a1,-0.79,-45.01
noN,b14c3a1,-0.79,-45.01
noN,b14c3a1,-0.79,-45.00
noN,b14c3a1,-0.69,-39.81
noN,b14c3a1,-0.59,-33.69
noN,b14c3a1,-0.43,-24.77
noN,b14c3a1,0.00,0.00
noN,b14c3a1,0.09,5.20
noN,b14c3a1,1.41,80.54
noN,b14c3a1,1.46,83.66
noN,b14c3a1,n/a,n/a
noN,b14c3a1,n/a,n/a
noN,b14c3a1,n/a,n/a
noN,b14c3a1,n/a,n/a
noN,b14c3a1,n/a,n/a
noN,b14c3a1,n/a,n/a
noN,b14c3a1,n/a,n/a
noN,b14c3a1,n/a,n/a
noN,b14c3a1,n/a,n/a
noN,b14c3a1,n/a,n/a
noN,b14c3a1,n/a,n/a
noN,b14c3a1,n/a,n/a
noN,b14c3a1,n/a,n/a
noN,b14c3a1,n/a,n/a
noN,b14c3a1,n/a,n/a
noN,b14c3a1,n/a,n/a
noN,b14c3a1,n/a,n/a
noN,b14c3a1,n/a,n/a
noN,b14c3a1,n/a,n/a
noN,b14c3a1,n/a,n/a
noN,b14c3a1,n/a,n/a
noN,b14c3a1,n/a,n/a
noN,b14c3a1,n/a,n/a
noN,b14c4a1,-1.35,-77.47
noN,b14c4a1,-1.33,-75.96
noN,b14c4a1,-1.15,-66.04
noN,b14c4a1,-0.90,-51.34
noN,b14c4a1,0.24,14.04
noN,b14c4a1,0.34,19.65
noN,b14c4a1,0.56,32.01
noN,b14c4a1,1.34,76.76
noN,b14c4a1,n/a,n/a
noN,b14c4a1,n/a,n/a
noN,b14c4a1,n/a,n/a
noN,b14c4a1,n/a,n/a
noN,b14c4a1,n/a,n/a
noN,b14c4a1,n/a,n/a
noN,b14c4a1,n/a,n/a
noN,b14c4a1,n/a,n/a
noN,b14c4a1,n/a,n/a
noN,b14c4a1,n/a,n/a
noN,b14c4a1,n/a,n/a
noN,b14c4a1,n/a,n/a
noN,b14c4a1,n/a,n/a
noN,b14c4a1,n/a,n/a
noN,b14c5a1,-1.25,-71.57
noN,b14c5a1,-1.22,-70.02
noN,b14c5a1,-0.98,-56.31
noN,b14c5a1,-0.79,-45.00
noN,b14c5a1,-0.79,-45.00
noN,b14c5a1,-0.79,-44.99
noN,b14c5a1,-0.46,-26.57
noN,b14c5a1,-0.38,-21.80
noN,b14c5a1,-0.17,-9.46
noN,b14c5a1,0.00,0.00
noN,b14c5a1,0.00,0.00
noN,b14c5a1,0.00,0.00
noN,b14c5a1,0.00,0.00
noN,b14c5a1,0.40,22.83
noN,b14c5a1,0.46,26.56
noN,b14c5a1,0.79,45.00
noN,b14c5a1,0.98,56.31
noN,b14c5a1,1.11,63.44
noN,b14c5a1,n/a,n/a
noN,b14c5a1,n/a,n/a
noN,b14c5a1,n/a,n/a
noN,b14c5a1,n/a,n/a
noN,b14c5a1,n/a,n/a
noN,b14c5a1,n/a,n/a
noN,b14c5a1,n/a,n/a
noN,b14c5a1,n/a,n/a
noN,b14c5a1,n/a,n/a
noN,b14c5a1,n/a,n/a
noN,b14c6a1,-1.37,-78.69
noN,b14c6a1,-0.93,-53.13
noN,b14c6a1,-0.79,-45.00
noN,b14c6a1,0.00,0.00
noN,b14c6a1,0.00,0.00
noN,b14c6a1,0.00,0.00
noN,b14c6a1,0.00,0.00
noN,b14c6a1,0.00,0.00
noN,b14c6a1,0.26,14.62
noN,b14c6a1,0.46,26.57
noN,b14c6a1,0.79,45.00
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c6a1,n/a,n/a
noN,b14c8a1,-1.44,-82.57
noN,b14c8a1,-0.79,-45.00
noN,b14c8a1,0.00,0.00
noN,b14c8a1,0.32,18.44
noN,b14c8a1,0.46,26.56
noN,b14c8a1,0.79,45.00
noN,b14c8a1,1.11,63.43
noN,b14c8a1,1.21,69.44
noN,b14c8a1,1.55,89.03
noN,b14c8a1,n/a,n/a
noN,b14c8a1,n/a,n/a
noN,b14c8a1,n/a,n/a
noN,b14c8a1,n/a,n/a
noN,b14c8a1,n/a,n/a
noN,b14c8a1,n/a,n/a
noN,b14c8a1,n/a,n/a
noN,b14c8a1,n/a,n/a
noN,b14c8a1,n/a,n/a
noN,b14c8a1,n/a,n/a
noN,b14c8a1,n/a,n/a
noN,b14c8a1,n/a,n/a
noN,b14c8a1,n/a,n/a
noN,b14c8a1,n/a,n/a
noN,b14c8a1,n/a,n/a
noN,b14c8a1,n/a,n/a
noN,b14c8a1,n/a,n/a
noN,b14c8a1,n/a,n/a
noN,b14c8a1,n/a,n/a
noN,b14c8a1,n/a,n/a
noN,b14c8a1,n/a,n/a
noN,b14c8a1,n/a,n/a
noN,b14c8a1,n/a,n/a
noN,b14c8a1,n/a,n/a
noN,b14c8a1,n/a,n/a
noN,b14c8a1,n/a,n/a
noN,b14c8a1,n/a,n/a
noN,b14c8a1,n/a,n/a
noN,b14c9a1,-1.19,-68.20
noN,b14c9a1,-0.79,-45.00
noN,b14c9a1,0.00,0.00
noN,b14c9a1,0.00,0.00
noN,b14c9a1,0.08,4.86
noN,b14c9a1,0.13,7.31
noN,b14c9a1,0.70,40.10
noN,b14c9a1,1.53,87.40
noN,b14c9a1,n/a,n/a
noN,b14c9a1,n/a,n/a
noN,b14c9a1,n/a,n/a
noN,b14c9a1,n/a,n/a
noN,b14c9a1,n/a,n/a
noN,b14c9a1,n/a,n/a
noN,b14c9a1,n/a,n/a
noN,b14c9a1,n/a,n/a
noN,b14c9a1,n/a,n/a
noN,b14c9a1,n/a,n/a
noN,b14c9a1,n/a,n/a
noN,b14c9a1,n/a,n/a
noN,b17c10a1,-0.72,-41.19
noN,b17c10a1,-0.35,-20.22
noN,b17c10a1,0.00,0.00
noN,b17c10a1,0.00,0.00
noN,b17c10a1,n/a,n/a
noN,b17c10a1,n/a,n/a
noN,b17c10a1,n/a,n/a
noN,b17c10a1,n/a,n/a
noN,b17c10a1,n/a,n/a
noN,b17c10a1,n/a,n/a
noN,b17c10a1,n/a,n/a
noN,b17c10a1,n/a,n/a
noN,b17c10a1,n/a,n/a
noN,b17c10a1,n/a,n/a
noN,b17c10a1,n/a,n/a
noN,b17c10a1,n/a,n/a
noN,b17c10a1,n/a,n/a
noN,b17c10a1,n/a,n/a
noN,b17c10a1,n/a,n/a
noN,b17c10a1,n/a,n/a
noN,b17c10a1,n/a,n/a
noN,b17c10a1,n/a,n/a
noN,b17c1a1,-0.38,-21.80
noN,b17c1a1,0.00,0.00
noN,b17c1a1,0.00,0.00
noN,b17c1a1,0.00,0.00
noN,b17c1a1,0.00,0.00
noN,b17c1a1,0.00,0.00
noN,b17c1a1,0.00,0.00
noN,b17c1a1,n/a,n/a
noN,b17c1a1,n/a,n/a
noN,b17c1a1,n/a,n/a
noN,b17c1a1,n/a,n/a
noN,b17c1a1,n/a,n/a
noN,b17c1a1,n/a,n/a
noN,b17c1a1,n/a,n/a
noN,b17c1a1,n/a,n/a
noN,b17c1a1,n/a,n/a
noN,b17c1a1,n/a,n/a
noN,b17c1a1,n/a,n/a
noN,b17c1a1,n/a,n/a
noN,b17c1a1,n/a,n/a
noN,b17c1a1,n/a,n/a
noN,b17c1a1,n/a,n/a
noN,b17c1a1,n/a,n/a
noN,b17c1a1,n/a,n/a
noN,b17c1a1,n/a,n/a
noN,b17c2a1,-1.33,-75.96
noN,b17c2a1,-0.79,-45.00
noN,b17c2a1,-0.79,-45.00
noN,b17c2a1,-0.49,-27.98
noN,b17c2a1,-0.28,-15.95
noN,b17c2a1,-0.17,-10.01
noN,b17c2a1,0.00,0.00
noN,b17c2a1,1.33,75.96
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c2a1,n/a,n/a
noN,b17c4a1,-0.24,-14.04
noN,b17c4a1,-0.22,-12.53
noN,b17c4a1,0.24,14.04
noN,b17c4a1,0.24,14.04
noN,b17c4a1,0.32,18.43
noN,b17c4a1,0.79,44.99
noN,b17c4a1,0.79,45.00
noN,b17c4a1,1.25,71.56
noN,b17c4a1,1.41,80.54
noN,b17c4a1,n/a,n/a
noN,b17c4a1,n/a,n/a
noN,b17c4a1,n/a,n/a
noN,b17c4a1,n/a,n/a
noN,b17c4a1,n/a,n/a
noN,b17c4a1,n/a,n/a
noN,b17c4a1,n/a,n/a
noN,b17c4a1,n/a,n/a
noN,b17c4a1,n/a,n/a
noN,b17c4a1,n/a,n/a
noN,b17c4a1,n/a,n/a
noN,b17c5a1,-1.25,-71.57
noN,b17c5a1,-0.64,-36.87
noN,b17c5a1,0.00,0.00
noN,b17c5a1,0.00,0.00
noN,b17c5a1,0.32,18.44
noN,b17c5a1,0.32,18.44
noN,b17c5a1,0.42,23.96
noN,b17c5a1,0.43,24.44
noN,b17c5a1,0.59,33.69
noN,b17c5a1,0.98,56.31
noN,b17c5a1,1.11,63.44
noN,b17c5a1,n/a,n/a
noN,b17c5a1,n/a,n/a
noN,b17c5a1,n/a,n/a
noN,b17c5a1,n/a,n/a
noN,b17c5a1,n/a,n/a
noN,b17c5a1,n/a,n/a
noN,b17c5a1,n/a,n/a
noN,b17c5a1,n/a,n/a
noN,b17c5a1,n/a,n/a
noN,b17c5a1,n/a,n/a
noN,b17c5a1,n/a,n/a
noN,b17c5a1,n/a,n/a
noN,b17c5a1,n/a,n/a
noN,b17c5a1,n/a,n/a
noN,b17c5a1,n/a,n/a
noN,b17c5a1,n/a,n/a
noN,b17c5a1,n/a,n/a
noN,b17c5a1,n/a,n/a
noN,b17c5a1,n/a,n/a
noN,b17c8a1,-1.11,-63.43
noN,b17c8a1,-1.01,-57.72
noN,b17c8a1,-0.20,-11.31
noN,b17c8a1,-0.17,-9.46
noN,b17c8a1,-0.17,-9.46
noN,b17c8a1,0.00,0.00
noN,b17c8a1,0.00,0.00
noN,b17c8a1,0.00,0.00
noN,b17c8a1,0.00,0.00
noN,b17c8a1,0.14,8.13
noN,b17c8a1,0.20,11.31
noN,b17c8a1,0.59,33.69
noN,b17c8a1,0.67,38.66
noN,b17c8a1,0.93,53.13
noN,b17c8a1,n/a,n/a
noN,b17c8a1,n/a,n/a
noN,b17c8a1,n/a,n/a
noN,b17c8a1,n/a,n/a
noN,b17c8a1,n/a,n/a
noN,b17c8a1,n/a,n/a
noN,b17c8a1,n/a,n/a
noN,b17c8a1,n/a,n/a
noN,b17c8a1,n/a,n/a
noN,b17c8a1,n/a,n/a
noN,b17c8a1,n/a,n/a
noN,b17c9a1,-1.11,-63.43
noN,b17c9a1,-0.79,-45.00
noN,b17c9a1,-0.32,-18.44
